species,media,element,locus_tag,old_locus_tag,gene_name,product,uniProt,TAs_in_orf,ins_in_orf,TAs_hit,MRC_orf,max_run_nonIns_Gumbel,nucs_in_max_run_nonIns_Gumbel,post_prob_essentiality_Gumbel,Gumbel,ES_sites_HMM,GD_sites_HMM,NE_sites_HMM,GA_sites_HMM,HMM,consistency_TA_HMM,probES,probGD,probNE,probGA,confidence_score_HMM,flag_HMM,start,end,overlapping_orf,embedded_orf,meanMAPQ,sequencelength_nt,HMM_mod,HMM_essentiality_call_agreement,Gumbel_essentiality_call_agreement,final_essentiality_call_agreement,eggNOG_OGs_Bacteroidetes,eggNOG_OGs_Bacteria,eggNOG_OGs_Bacteroidia,EggNOG_PFAMs,eggNOG_OGs,EggNOG_KEGG_Pathway,EggNOG_KEGG_Module,EggNOG_KEGG_ko,EggNOG_GOs,EggNOG_COG_category,n_species_per_OG,n_calls_per_OG,essentiality_across,max_prob,max_prob_column,final_call_240817,unified_final_call_240817
merdae,solid,intergenic,IG-between-PM_ATCC43184_01896-and-PM_ATCC43184_01897,NA,blank,blank,NA,0,0,NA,NA,0,0,-1,too_short,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2187370,2187408,FALSE,FALSE,NA,38,NA,notclassified,too_short,notclassified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01897-and-PM_ATCC43184_01898,NA,blank,blank,NA,8,4,0.5,30.75,2,18,-1,too_short,0,0,8,0,not_essential,1,0,0.089503,0.826395,0.084102,0.8264,NA,2187772,2187978,FALSE,FALSE,34.749986287267,206,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.826395,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01897-and-PM_ATCC43184_01898,NA,blank,blank,NA,8,5,0.625,20.4,1,2,-1,too_short,0,0,8,0,not_essential,1,0,0.263627,0.650997,0.085376,0.651,NA,2187772,2187978,FALSE,FALSE,38.4021708336702,206,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.650997,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01898-and-PM_ATCC43184_01899,NA,blank,blank,NA,1,1,1,129,0,0,-1,too_short,0,0,1,0,not_essential,1,0,0,0.389262,0.610738,0.3893,ambiguous,2188273,2188303,FALSE,FALSE,40.5412449392713,30,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.610738,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01898-and-PM_ATCC43184_01899,NA,blank,blank,NA,1,1,1,47,0,0,-1,too_short,0,0,1,0,not_essential,1,0,0,0.882827,0.117173,0.8828,NA,2188273,2188303,FALSE,FALSE,41.4730158730159,30,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.882827,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01899-and-PM_ATCC43184_01900,NA,blank,blank,NA,5,4,0.8,30.25,1,2,-1,too_short,0,0,5,0,not_essential,1,0,6E-06,0.905278,0.094716,0.9053,NA,2188610,2188686,FALSE,FALSE,41.0600770757021,76,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.905278,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01899-and-PM_ATCC43184_01900,NA,blank,blank,NA,5,4,0.8,49.25,1,2,-1,too_short,0,0,5,0,not_essential,1,0,0,0.88738,0.11262,0.8874,NA,2188610,2188686,FALSE,FALSE,41.2299380358204,76,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.88738,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01901-and-PM_ATCC43184_01902,NA,blank,blank,NA,40,27,0.675,33.85,3,32,0,not_essential,0,7,33,0,not_essential,0.825,0,3.7E-05,0.905789,0.094174,0.9058,NA,2190297,2190912,FALSE,FALSE,38.6477365871188,615,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.905789,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01901-and-PM_ATCC43184_01902,NA,blank,blank,NA,40,32,0.8,33.69,2,28,0,not_essential,0,0,40,0,not_essential,1,0,0,0.889755,0.110245,0.8898,NA,2190297,2190912,FALSE,FALSE,40.3662985097586,615,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.889755,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01902-and-PM_ATCC43184_01903,NA,blank,blank,NA,4,3,0.75,226.67,1,2,-1,too_short,0,0,0,4,not_essential,1,0,0,0.056228,0.943772,0.9438,NA,2192830,2192922,FALSE,FALSE,40.6759864254609,92,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.943772,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01902-and-PM_ATCC43184_01903,NA,blank,blank,NA,4,4,1,49.25,0,0,-1,too_short,0,0,4,0,not_essential,1,0,0,0.880886,0.119114,0.8809,NA,2192830,2192922,FALSE,FALSE,40.2014692695676,92,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.880886,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01905-and-PM_ATCC43184_01906,NA,blank,blank,NA,14,12,0.8571,35.5,1,2,-1,too_short,0,0,14,0,not_essential,1,0,0,0.901908,0.098092,0.9019,NA,2194551,2194677,FALSE,FALSE,36.3332124509616,126,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.901908,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01905-and-PM_ATCC43184_01906,NA,blank,blank,NA,14,13,0.9286,25.08,1,2,-1,too_short,0,0,14,0,not_essential,1,0,1E-06,0.889158,0.110841,0.8892,NA,2194551,2194677,FALSE,FALSE,40.5268795085871,126,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.889158,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01906-and-PM_ATCC43184_01907,NA,blank,blank,NA,11,10,0.9091,101.1,1,2,-1,too_short,0,0,11,0,not_essential,1,0,0,0.727676,0.272324,0.7277,NA,2196337,2196443,FALSE,FALSE,41.420047516476,106,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.727676,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01906-and-PM_ATCC43184_01907,NA,blank,blank,NA,11,10,0.9091,78.5,1,2,-1,too_short,0,0,11,0,not_essential,1,0,0,0.843825,0.156175,0.8438,NA,2196337,2196443,FALSE,FALSE,37.5655141613433,106,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.843825,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01907-and-PM_ATCC43184_01908,NA,blank,blank,NA,15,13,0.8667,41.38,1,2,-1,too_short,0,0,15,0,not_essential,1,0,0,0.897686,0.102314,0.8977,NA,2199015,2199255,FALSE,FALSE,37.4411924065286,240,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.897686,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01907-and-PM_ATCC43184_01908,NA,blank,blank,NA,15,12,0.8,50.25,1,2,-1,too_short,0,0,15,0,not_essential,1,0,0,0.88699,0.11301,0.887,NA,2199015,2199255,FALSE,FALSE,37.7847144253888,240,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.88699,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01908-and-PM_ATCC43184_01909,NA,blank,blank,NA,5,3,0.6,13.67,1,2,-1,too_short,0,0,5,0,not_essential,1,0,0.871465,0.116651,0.011883,0.1167,low-confidence,2200633,2200687,FALSE,FALSE,40.8194805194805,54,not_essential,low-confidence_or_ambiguous,too_short,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.871465,probGD,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01908-and-PM_ATCC43184_01909,NA,blank,blank,NA,5,3,0.6,10,1,2,-1,too_short,0,0,5,0,not_essential,1,0,0.933148,0.058691,0.00816,0.0587,low-confidence,2200633,2200687,FALSE,FALSE,41.6203703703704,54,not_essential,low-confidence_or_ambiguous,too_short,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.933148,probGD,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01909-and-PM_ATCC43184_01910,NA,blank,blank,NA,2,2,1,23,0,0,-1,too_short,0,0,2,0,not_essential,1,0,4.1E-05,0.905815,0.094144,0.9058,NA,2201531,2201562,FALSE,FALSE,20.7083333333333,31,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.905815,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01909-and-PM_ATCC43184_01910,NA,blank,blank,NA,2,1,0.5,11,1,2,-1,too_short,0,0,2,0,not_essential,1,1E-06,0.940935,0.051821,0.007242,0.0518,low-confidence,2201531,2201562,FALSE,FALSE,41.8461538461539,31,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.940935,probGD,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01910-and-PM_ATCC43184_01911,NA,blank,blank,NA,18,15,0.8333,66.8,1,2,0,not_essential,0,0,18,0,not_essential,1,0,0,0.869758,0.130242,0.8698,NA,2202031,2202224,FALSE,FALSE,40.6164943838836,193,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.869758,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01910-and-PM_ATCC43184_01911,NA,blank,blank,NA,18,14,0.7778,91.29,2,9,0,not_essential,0,0,18,0,not_essential,1,0,0,0.844714,0.155286,0.8447,NA,2202031,2202224,FALSE,FALSE,40.9717026776625,193,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.844714,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01911-and-PM_ATCC43184_01912,NA,blank,blank,NA,4,3,0.75,33.33,1,2,-1,too_short,0,0,4,0,not_essential,1,0,2E-06,0.904931,0.095067,0.9049,NA,2203005,2203085,FALSE,FALSE,37.1182983682984,80,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.904931,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01911-and-PM_ATCC43184_01912,NA,blank,blank,NA,4,4,1,15.75,0,0,-1,too_short,0,0,4,0,not_essential,1,0,0.026168,0.862763,0.111069,0.8628,NA,2203005,2203085,FALSE,FALSE,40.0438892288476,80,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.862763,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01912-and-PM_ATCC43184_01913,NA,blank,blank,NA,5,2,0.4,6.5,3,19,-1,too_short,0,4,1,0,growth_defect,0.8,0.145285,0.811956,0.038751,0.004009,0.812,NA,2204907,2204977,FALSE,FALSE,39.521645021645,70,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.811956,probGD,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01912-and-PM_ATCC43184_01913,NA,blank,blank,NA,5,4,0.8,3.75,1,2,-1,too_short,0,5,0,0,growth_defect,1,0.037051,0.923043,0.034895,0.005012,0.923,NA,2204907,2204977,FALSE,FALSE,39.6366402116402,70,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.923043,probGD,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01914-and-PM_ATCC43184_01915,NA,blank,blank,NA,18,15,0.8333,48.2,2,6,-1,too_short,0,0,18,0,not_essential,1,0,0,0.893419,0.106581,0.8934,NA,2205614,2205760,FALSE,FALSE,40.6553746252162,146,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.893419,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01914-and-PM_ATCC43184_01915,NA,blank,blank,NA,18,16,0.8889,42.19,1,2,-1,too_short,0,0,18,0,not_essential,1,0,0,0.888188,0.111812,0.8882,NA,2205614,2205760,FALSE,FALSE,40.2869418190926,146,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.888188,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01915-and-PM_ATCC43184_01916,NA,blank,blank,NA,7,7,1,50.71,0,0,-1,too_short,0,0,7,0,not_essential,1,0,0,0.87976,0.12024,0.8798,NA,2208140,2208182,FALSE,FALSE,40.8594251806294,42,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.87976,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01915-and-PM_ATCC43184_01916,NA,blank,blank,NA,7,7,1,48.14,0,0,-1,too_short,0,0,7,0,not_essential,1,0,0,0.881876,0.118124,0.8819,NA,2208140,2208182,FALSE,FALSE,40.9806759539829,42,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.881876,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01918-and-PM_ATCC43184_01919,NA,blank,blank,NA,13,11,0.8462,118.91,2,22,-1,too_short,0,0,13,0,not_essential,1,0,0,0.664285,0.335715,0.6643,NA,2211563,2211736,FALSE,FALSE,39.2487054238812,173,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.664285,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01918-and-PM_ATCC43184_01919,NA,blank,blank,NA,13,12,0.9231,155.25,1,2,-1,too_short,0,0,13,0,not_essential,1,0,0,0.304748,0.695252,0.3047,ambiguous,2211563,2211736,FALSE,FALSE,40.650986345537,173,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.695252,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01919-and-PM_ATCC43184_01920,NA,blank,blank,NA,32,28,0.875,18.71,2,9,0,not_essential,0,1,31,0,not_essential,0.969,0,0.040441,0.870803,0.088756,0.8708,NA,2212340,2212733,FALSE,FALSE,38.4957170951109,393,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.870803,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01919-and-PM_ATCC43184_01920,NA,blank,blank,NA,32,22,0.6875,24.09,4,72,0,not_essential,0,0,32,0,not_essential,1,0,0.009549,0.878036,0.112415,0.878,NA,2212340,2212733,FALSE,FALSE,39.7565109961365,393,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.878036,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01920-and-PM_ATCC43184_01921,NA,blank,blank,NA,16,13,0.8125,62.15,1,2,-1,too_short,0,0,16,0,not_essential,1,0,0,0.879272,0.120728,0.8793,NA,2214192,2214349,FALSE,FALSE,39.4537039959969,157,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.879272,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01920-and-PM_ATCC43184_01921,NA,blank,blank,NA,16,15,0.9375,47,1,2,-1,too_short,0,0,16,0,not_essential,1,0,0,0.884682,0.115318,0.8847,NA,2214192,2214349,FALSE,FALSE,40.9722113479979,157,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.884682,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01922-and-PM_ATCC43184_01923,NA,blank,blank,NA,4,4,1,39,0,0,-1,too_short,0,0,4,0,not_essential,1,0,0,0.895062,0.104938,0.8951,NA,2216894,2216927,FALSE,FALSE,38.6362186049686,33,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.895062,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01922-and-PM_ATCC43184_01923,NA,blank,blank,NA,4,4,1,60,0,0,-1,too_short,0,0,4,0,not_essential,1,0,0,0.867772,0.132228,0.8678,NA,2216894,2216927,FALSE,FALSE,41.0735085077013,33,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.867772,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01923-and-PM_ATCC43184_01924,NA,blank,blank,NA,6,5,0.8333,57.2,1,2,-1,too_short,0,0,6,0,not_essential,1,0,0,0.883752,0.116248,0.8838,NA,2218599,2218694,FALSE,FALSE,32.502217850964,95,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.883752,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01923-and-PM_ATCC43184_01924,NA,blank,blank,NA,6,6,1,28.17,0,0,-1,too_short,0,0,6,0,not_essential,1,0,0,0.889813,0.110187,0.8898,NA,2218599,2218694,FALSE,FALSE,39.7215167976424,95,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.889813,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01924-and-PM_ATCC43184_01925,NA,blank,blank,NA,5,4,0.8,159.25,1,2,-1,too_short,0,0,5,0,not_essential,1,0,0,0.392754,0.607246,0.3928,ambiguous,2220444,2220512,FALSE,FALSE,40.4277657009597,68,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.607246,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01924-and-PM_ATCC43184_01925,NA,blank,blank,NA,5,5,1,124.6,0,0,-1,too_short,0,0,5,0,not_essential,1,0,0,0.525648,0.474352,0.5256,NA,2220444,2220512,FALSE,FALSE,40.8949611407631,68,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.525648,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01925-and-PM_ATCC43184_01926,NA,blank,blank,NA,27,18,0.6667,17,3,59,0,not_essential,0,0,27,0,not_essential,1,0,0.614924,0.349573,0.035504,0.3496,ambiguous,2221095,2221571,FALSE,FALSE,36.4978437730095,476,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.614924,probGD,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01925-and-PM_ATCC43184_01926,NA,blank,blank,NA,27,21,0.7778,25.19,2,4,0,not_essential,0,0,27,0,not_essential,1,0,0.000246,0.887736,0.112019,0.8877,NA,2221095,2221571,FALSE,FALSE,37.4399519055458,476,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.887736,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01926-and-PM_ATCC43184_01927,NA,blank,blank,NA,2,1,0.5,7,1,2,-1,too_short,0,0,2,0,not_essential,1,0.012002,0.937102,0.046138,0.004757,0.0461,low-confidence,2222475,2222518,FALSE,FALSE,35.9791666666667,43,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.937102,probGD,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01926-and-PM_ATCC43184_01927,NA,blank,blank,NA,2,2,1,29,0,0,-1,too_short,0,0,2,0,not_essential,1,0,0,0.889833,0.110167,0.8898,NA,2222475,2222518,FALSE,FALSE,40.9505698005698,43,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.889833,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01928-and-PM_ATCC43184_01929,NA,blank,blank,NA,4,3,0.75,770.67,1,2,-1,too_short,0,0,0,4,not_essential,1,0,0,0,1,1,NA,2224794,2224828,FALSE,FALSE,40.9642275051987,34,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,1,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01928-and-PM_ATCC43184_01929,NA,blank,blank,NA,4,2,0.5,162,1,2,-1,too_short,0,0,4,0,not_essential,1,0,0,0.815191,0.184809,0.8152,NA,2224794,2224828,FALSE,FALSE,41.4859154929578,34,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.815191,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01929-and-PM_ATCC43184_01930,NA,blank,blank,NA,5,4,0.8,23.5,1,2,-1,too_short,0,1,4,0,not_essential,0.8,0,0.004087,0.903339,0.092574,0.9033,NA,2225672,2225760,FALSE,FALSE,39.5649154589372,88,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.903339,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01929-and-PM_ATCC43184_01930,NA,blank,blank,NA,5,4,0.8,25,1,2,-1,too_short,0,0,5,0,not_essential,1,0,0.000142,0.88799,0.111867,0.888,NA,2225672,2225760,FALSE,FALSE,31.8650868550687,88,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.88799,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01930-and-PM_ATCC43184_01931,NA,blank,blank,NA,6,6,1,23.33,0,0,-1,too_short,0,0,6,0,not_essential,1,0,2.7E-05,0.905705,0.094269,0.9057,NA,2226817,2226855,FALSE,FALSE,33.0213141725407,38,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.905705,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01930-and-PM_ATCC43184_01931,NA,blank,blank,NA,6,5,0.8333,23.2,1,2,-1,too_short,0,0,6,0,not_essential,1,0,0.000346,0.887539,0.112116,0.8875,NA,2226817,2226855,FALSE,FALSE,41.471578099839,38,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.887539,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01931-and-PM_ATCC43184_01932,NA,blank,blank,NA,10,7,0.7,93.57,1,2,-1,too_short,1,0,9,0,not_essential,0.9,0,0,0.845994,0.154006,0.846,NA,2228242,2228337,FALSE,FALSE,40.8765370957043,95,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.845994,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01931-and-PM_ATCC43184_01932,NA,blank,blank,NA,10,8,0.8,109.62,1,2,-1,too_short,1,0,9,0,not_essential,0.9,0,0,0.788982,0.211018,0.789,NA,2228242,2228337,FALSE,FALSE,38.6933227295617,95,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.788982,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01932-and-PM_ATCC43184_01933,NA,blank,blank,NA,7,3,0.4286,9.67,3,25,-1,too_short,0,0,7,0,not_essential,1,0.001149,0.944709,0.049092,0.005051,0.0491,low-confidence,2229124,2229254,FALSE,FALSE,32.3823688517946,130,not_essential,low-confidence_or_ambiguous,too_short,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.944709,probGD,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01932-and-PM_ATCC43184_01933,NA,blank,blank,NA,7,4,0.5714,8,2,22,-1,too_short,0,0,7,0,not_essential,1,0.000114,0.950758,0.043052,0.006076,0.0431,low-confidence,2229124,2229254,FALSE,FALSE,36.8367831049773,130,not_essential,low-confidence_or_ambiguous,too_short,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.950758,probGD,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01934-and-PM_ATCC43184_01935,NA,blank,blank,NA,4,4,1,322.75,0,0,-1,too_short,0,0,0,4,not_essential,1,0,0,0,1,1,NA,2230728,2230806,FALSE,FALSE,39.8406898964435,78,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,1,probNE,not_essential,not_essential
merdae,solid,intergenic,IG-between-PM_ATCC43184_01934-and-PM_ATCC43184_01935,NA,blank,blank,NA,4,4,1,94.5,0,0,-1,too_short,0,0,4,0,not_essential,1,0,0,0.760933,0.239067,0.7609,NA,2230728,2230806,FALSE,FALSE,40.4750769456092,78,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.760933,probNE,not_essential,not_essential
merdae,liquid,intergenic,IG-between-PM_ATCC43184_01936-and-PM_ATCC43184_01937,NA,blank,blank,NA,7,5,0.7143,26.4,1,2,-1,too_short,0,0,7,0,not_essential,1,0,0.003851,0.90354,0.092609,0.9035,NA,2231943,2231996,FALSE,FALSE,40.369961982462,53,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.90354,probNE,not_essential,not_essential
