locus_tag	uniprot_id	string_protein_id
BU_ATCC8492_01022	A7UY17	820.ERS852554_02829
BU_ATCC8492_01023	A7UY19	820.ERS852554_02830
BU_ATCC8492_01024	A7UY20	820.ERS852554_02831
BU_ATCC8492_01025	A7UY21	820.ERS852554_02832
BU_ATCC8492_01026	A7UY23	820.ERS852554_02833
BU_ATCC8492_01027	A7UY24	820.ERS852554_02834
BU_ATCC8492_01028	A7UY25	820.ERS852554_02835
BU_ATCC8492_01029	A7UY26	820.ERS852554_02836
BU_ATCC8492_01030	A7UY27	820.ERS852554_02837
BU_ATCC8492_01031	A7UY28	820.ERS852554_02838
BU_ATCC8492_01032	A7UY29	820.ERS852554_02839
BU_ATCC8492_01033	A7UY30	820.ERS852554_02840
BU_ATCC8492_01034	A7UY31	820.ERS852554_02841
BU_ATCC8492_01035	A7UY32	820.ERS852554_02842
BU_ATCC8492_01036	A7UY34	820.ERS852554_02843
BU_ATCC8492_01037	A7UY35	820.ERS852554_02844
BU_ATCC8492_01038	A7UY36	820.ERS852554_02845
BU_ATCC8492_01039	A7UY37	820.ERS852554_02846
BU_ATCC8492_01040	A7V0M1	820.ERS852554_02847
BU_ATCC8492_01041		820.ERS852554_02848
BU_ATCC8492_01042	A7V0M0	820.ERS852554_02849
BU_ATCC8492_01043	A7V0L8	820.ERS852554_02850
BU_ATCC8492_01044	A7V0L7	820.ERS852554_02851
BU_ATCC8492_01045	A7V0L6	820.ERS852554_02852
BU_ATCC8492_01046	A7V0L5	820.ERS852554_02853
BU_ATCC8492_01047	A7V0L4	820.ERS852554_02854
BU_ATCC8492_01048	A7V0L3	820.ERS852554_02855
BU_ATCC8492_01049	A7V0L2	820.ERS852554_02856
BU_ATCC8492_01050	A7V0L1	820.ERS852554_02857
BU_ATCC8492_01051	A7V0L0	820.ERS852554_02858
BU_ATCC8492_01052	A7V0K8	820.ERS852554_02859
BU_ATCC8492_01053	A7V0K7	820.ERS852554_02860
BU_ATCC8492_01054	A7V0K5	820.ERS852554_02861
BU_ATCC8492_01055	A7V0K4	820.ERS852554_02862
BU_ATCC8492_01056	A7V0K3	820.ERS852554_02863
BU_ATCC8492_01057	A7V0K2	820.ERS852554_02864
BU_ATCC8492_01058	A7V0K1	820.ERS852554_02865
BU_ATCC8492_01059	A7V0K0	820.ERS852554_02866
BU_ATCC8492_01060	A7V0J9	820.ERS852554_02867
BU_ATCC8492_01061	A7V0J8	820.ERS852554_02868
BU_ATCC8492_01062	A7V0J6	820.ERS852554_02869
BU_ATCC8492_01063	A7V0J5	820.ERS852554_02870
BU_ATCC8492_01064	A7V0J4	820.ERS852554_02871
BU_ATCC8492_01065	A7V0J3	820.ERS852554_02872
BU_ATCC8492_01066	A7V0J2	820.ERS852554_02873
BU_ATCC8492_01067	A7V0J1	820.ERS852554_02874
BU_ATCC8492_01068	A7V0J0	820.ERS852554_02875
BU_ATCC8492_01069	A7V0I9	820.ERS852554_02876
BU_ATCC8492_01071	A7V0I7	820.ERS852554_03346
BU_ATCC8492_01072	A7V0I6	820.ERS852554_01515
BU_ATCC8492_01073	A7V0I5	820.ERS852554_01549
BU_ATCC8492_01074	A7V0I4	820.ERS852554_03958
BU_ATCC8492_01075	A7V0I3	820.ERS852554_03957
BU_ATCC8492_01076	A7V0I2	820.ERS852554_01514
BU_ATCC8492_01077	A7V0I1	820.ERS852554_02880
BU_ATCC8492_01078	A7V0I0	820.ERS852554_02881
BU_ATCC8492_01079	A7V0H9	820.ERS852554_02882
BU_ATCC8492_01080	A7V0H8	820.ERS852554_02883
BU_ATCC8492_01081	A7V0H7	820.ERS852554_02884
BU_ATCC8492_01082	A7V0H6	820.ERS852554_02885
BU_ATCC8492_01083	A7V0H5	820.ERS852554_02886
BU_ATCC8492_01084	A7V0H3	820.ERS852554_02887
BU_ATCC8492_01085	A7V0H2	820.ERS852554_02888
BU_ATCC8492_01086	A7V0H0	820.ERS852554_02889
BU_ATCC8492_01087	A7V0G9	820.ERS852554_02890
BU_ATCC8492_01088	A7V0G8	820.ERS852554_02891
BU_ATCC8492_01089	A7V0G7	820.ERS852554_02892
BU_ATCC8492_01090	A7V0G6	820.ERS852554_02893
BU_ATCC8492_01091	A7V0G5	820.ERS852554_02894
BU_ATCC8492_01092	A7V0G4	820.ERS852554_02895
BU_ATCC8492_01093	A7V0G3	820.ERS852554_02896
BU_ATCC8492_01094	A7V0G2	820.ERS852554_02898
BU_ATCC8492_01095	A7V0G1	820.ERS852554_02899
BU_ATCC8492_01096	A7V0G0	820.ERS852554_02900
BU_ATCC8492_01097	A7V0F9	820.ERS852554_02901
BU_ATCC8492_01098	A7V0F7	820.ERS852554_02902
BU_ATCC8492_01099	A7V0F6	820.ERS852554_02903
BU_ATCC8492_01100	A7V0F5	820.ERS852554_02904
BU_ATCC8492_01101	A7V0F4	820.ERS852554_02905
BU_ATCC8492_01102	A7V0F3	820.ERS852554_02906
BU_ATCC8492_01103	A7V0F2	820.ERS852554_02907
BU_ATCC8492_01104	A7V0F1	820.ERS852554_02908
BU_ATCC8492_01105	A7V0F0	820.ERS852554_02909
BU_ATCC8492_01106	A7V0E9	820.ERS852554_02910
BU_ATCC8492_01107	A7V0E8	820.ERS852554_02920
BU_ATCC8492_01108	A7V0E7	820.ERS852554_02921
BU_ATCC8492_01109	A7V0E5	820.ERS852554_02922
BU_ATCC8492_01110	A7V0E4	820.ERS852554_02923
BU_ATCC8492_01111	A7V0E3	820.ERS852554_02925
BU_ATCC8492_01112	A7V0E2	820.ERS852554_01773
BU_ATCC8492_01114	A7V0D9	820.ERS852554_01436
BU_ATCC8492_01115	A7V0D8	820.ERS852554_02232
BU_ATCC8492_01116	A7V0D7	820.ERS852554_02928
BU_ATCC8492_01117	A7V0D6	820.ERS852554_02929
BU_ATCC8492_01118	A7V0D4	820.ERS852554_02930
BU_ATCC8492_01119	A7V0D1	820.ERS852554_02931
BU_ATCC8492_01120	A7V0D0	820.ERS852554_02932
BU_ATCC8492_01121	A7V0C7	820.ERS852554_02933
BU_ATCC8492_01122	A7V0C6	820.ERS852554_02934
BU_ATCC8492_01123	A7V0C5	820.ERS852554_02935
BU_ATCC8492_01124	A7V0C4	820.ERS852554_02936
BU_ATCC8492_01125	A7V0C3	820.ERS852554_02937
BU_ATCC8492_01126	A7V0C1	820.ERS852554_02938
BU_ATCC8492_01127	A7V0C0	820.ERS852554_02939
BU_ATCC8492_01128	A7V0B9	820.ERS852554_02940
BU_ATCC8492_01129	A7V0B8	820.ERS852554_02941
BU_ATCC8492_01130	A7V0B6	820.ERS852554_02942
BU_ATCC8492_01131	A7V0B5	820.ERS852554_02943
BU_ATCC8492_01132	A7V0B4	820.ERS852554_02944
BU_ATCC8492_01133	A7V0B3	820.ERS852554_02945
BU_ATCC8492_01134	A7V0B2	820.ERS852554_02946
BU_ATCC8492_01135	A7V0B0	820.ERS852554_02947
BU_ATCC8492_01136	A7V0A9	820.ERS852554_02948
BU_ATCC8492_01137	A7V0A8	820.ERS852554_02949
BU_ATCC8492_01138	A7V0A7	820.ERS852554_02950
BU_ATCC8492_01139	A7V0A6	820.ERS852554_02951
BU_ATCC8492_01140	A7V0A5	820.ERS852554_02952
BU_ATCC8492_01141	A7V0A4	820.ERS852554_02953
BU_ATCC8492_01142	A7V0A2	820.ERS852554_02954
BU_ATCC8492_01143		820.ERS852554_02955
BU_ATCC8492_01144	A7V099	820.ERS852554_02956
BU_ATCC8492_01145	A7V098	820.ERS852554_02957
BU_ATCC8492_01146	A7V097	820.ERS852554_02958
BU_ATCC8492_01147	A7V096	820.ERS852554_02959
BU_ATCC8492_01148	A7V095	820.ERS852554_02968
BU_ATCC8492_01149	A7V093	820.ERS852554_02961
BU_ATCC8492_01150	A7V092	820.ERS852554_02962
BU_ATCC8492_01151	A7V091	820.ERS852554_02963
BU_ATCC8492_01152	A7V090	820.ERS852554_02964
BU_ATCC8492_01153	A7V088	820.ERS852554_02965
BU_ATCC8492_01154	A7V087	820.ERS852554_02966
BU_ATCC8492_01155	A7V085	820.ERS852554_02967
BU_ATCC8492_01156	A7V084	820.ERS852554_02968
BU_ATCC8492_01157	A7V083	820.ERS852554_02969
BU_ATCC8492_01158	A7V082	820.ERS852554_02970
BU_ATCC8492_01159	A7V081	820.ERS852554_02971
BU_ATCC8492_01160	A7V080	820.ERS852554_02972
BU_ATCC8492_01161	A7V079	820.ERS852554_02973
BU_ATCC8492_01162	A7V078	820.ERS852554_02974
BU_ATCC8492_01163	A7V077	820.ERS852554_02975
BU_ATCC8492_01164	A7V075	820.ERS852554_02976
BU_ATCC8492_01165	A7V074	820.ERS852554_02977
BU_ATCC8492_01166	A7V073	820.ERS852554_02978
BU_ATCC8492_01167	A7V072	820.ERS852554_02979
BU_ATCC8492_01168	A7V071	820.ERS852554_02980
BU_ATCC8492_01169	A7V069	820.ERS852554_02981
BU_ATCC8492_01170	A7V068	820.ERS852554_02982
BU_ATCC8492_01171	A7V067	820.ERS852554_02983
BU_ATCC8492_01172	A7V066	820.ERS852554_02984
BU_ATCC8492_01173	A7V065	820.ERS852554_02985
BU_ATCC8492_01174	A7V064	820.ERS852554_02986
BU_ATCC8492_01176		820.ERS852554_03156
BU_ATCC8492_01180	A7V058	820.ERS852554_02987
BU_ATCC8492_01181	A7V057	820.ERS852554_02988
BU_ATCC8492_01182	A7V056	820.ERS852554_02989
BU_ATCC8492_01183	A7V055	820.ERS852554_02990
BU_ATCC8492_01184	A7V054	820.ERS852554_02991
BU_ATCC8492_01185	A7V053	820.ERS852554_02992
BU_ATCC8492_01186	A7V051	820.ERS852554_02993
BU_ATCC8492_01187	A7V050	820.ERS852554_02994
BU_ATCC8492_01188	A7V049	820.ERS852554_02995
BU_ATCC8492_01189	A7V047	820.ERS852554_02996
BU_ATCC8492_01190	A7V045	820.ERS852554_02997
BU_ATCC8492_01191	A7V043	820.ERS852554_02998
BU_ATCC8492_01192	A7V042	820.ERS852554_02999
BU_ATCC8492_01193	A7V041	820.ERS852554_03000
BU_ATCC8492_01194	A7V040	820.ERS852554_03001
BU_ATCC8492_01195	A7V039	820.ERS852554_03002
BU_ATCC8492_01196	A7V038	820.ERS852554_03003
BU_ATCC8492_01197	A7V037	820.ERS852554_03004
BU_ATCC8492_01198	A7V036	820.ERS852554_03005
BU_ATCC8492_01199	A7V035	820.ERS852554_03006
BU_ATCC8492_01200	A7V034	820.ERS852554_03007
BU_ATCC8492_01201		820.ERS852554_03008
BU_ATCC8492_01202	A7UYA1	820.ERS852554_03009
BU_ATCC8492_01203	A7UYA2	820.ERS852554_03010
BU_ATCC8492_01204	A7UYA3	820.ERS852554_03011
BU_ATCC8492_01205	A7UYA4	820.ERS852554_03012
BU_ATCC8492_01206	A7UYA5	820.ERS852554_03013
BU_ATCC8492_01207	A7UYA6	820.ERS852554_03014
BU_ATCC8492_01208	A7UYA7	820.ERS852554_03015
BU_ATCC8492_01209	A7UYA8	820.ERS852554_03016
BU_ATCC8492_01210	A7UYA9	820.ERS852554_03017
BU_ATCC8492_01211	A7UYB1	820.ERS852554_03018
BU_ATCC8492_01212	A7UYB2	820.ERS852554_03019
BU_ATCC8492_01213	A7UYB3	820.ERS852554_03020
BU_ATCC8492_01214	A7UYB4	820.ERS852554_03021
BU_ATCC8492_01215	A7UYB5	820.ERS852554_03022
BU_ATCC8492_01216	A7UYB6	820.ERS852554_03023
BU_ATCC8492_01217	A7UYB8	820.ERS852554_03024
BU_ATCC8492_01218	A7UYC0	820.ERS852554_03025
BU_ATCC8492_01219	A7UYC2	820.ERS852554_03026
BU_ATCC8492_01220	A7UYC3	820.ERS852554_03027
BU_ATCC8492_01221	A7UYC4	820.ERS852554_03028
BU_ATCC8492_01223	A7UYC6	820.ERS852554_03030
BU_ATCC8492_01227	A7UYD0	820.ERS852554_02914
BU_ATCC8492_01228	A7UYD1	820.ERS852554_02915
BU_ATCC8492_01230	A7UYD4	820.ERS852554_03937
BU_ATCC8492_01232	A7UYD6	820.ERS852554_03682
BU_ATCC8492_01233	A7UYD8	820.ERS852554_03030
BU_ATCC8492_01234	A7UYD9	820.ERS852554_03031
BU_ATCC8492_01235	A7UYE0	820.ERS852554_03032
BU_ATCC8492_01236	A7UYE3	820.ERS852554_03033
BU_ATCC8492_01237	A7UYE4	820.ERS852554_03034
BU_ATCC8492_01238	A7UYE5	820.ERS852554_03035
BU_ATCC8492_01239	A7UYE6	820.ERS852554_03036
BU_ATCC8492_01240	A7UYE7	820.ERS852554_03037
BU_ATCC8492_01241	A7UYE9	820.ERS852554_03038
BU_ATCC8492_01242	A7UYF0	820.ERS852554_03039
BU_ATCC8492_01243	A7UYF1	820.ERS852554_03040
BU_ATCC8492_01244	A7UYF2	820.ERS852554_03041
BU_ATCC8492_01245	A7UYF3	820.ERS852554_03042
BU_ATCC8492_01246	A7UYF5	820.ERS852554_03043
BU_ATCC8492_01247	A7UYF6	820.ERS852554_03044
BU_ATCC8492_01248	A7UYF7	820.ERS852554_03045
BU_ATCC8492_01249	A7UYF8	820.ERS852554_03046
BU_ATCC8492_01250	A7UYF9	820.ERS852554_03047
BU_ATCC8492_01251	A7UYG0	820.ERS852554_03048
BU_ATCC8492_01252	A7UYG1	820.ERS852554_03049
BU_ATCC8492_01253	A7UYG2	820.ERS852554_03050
BU_ATCC8492_01254	A7UYG3	820.ERS852554_03051
BU_ATCC8492_01255	A7UYG5	820.ERS852554_03052
BU_ATCC8492_01256	A7UYG6	820.ERS852554_03053
BU_ATCC8492_01257	A7UYG7	820.ERS852554_03054
BU_ATCC8492_01258		820.ERS852554_03055
BU_ATCC8492_01259	A7V5J9	820.ERS852554_03056
BU_ATCC8492_01260	A7UYH7	820.ERS852554_03057
BU_ATCC8492_01261	A7UYH6	820.ERS852554_03058
BU_ATCC8492_01262	A7UYH3	820.ERS852554_03961
BU_ATCC8492_01263	A7UYH2	820.ERS852554_03962
BU_ATCC8492_01264	A7UYH1	820.ERS852554_03963
BU_ATCC8492_01265	A7V032	820.ERS852554_03059
BU_ATCC8492_01266	A7UYG9	820.ERS852554_03964
BU_ATCC8492_01267	A7V029	820.ERS852554_03057
BU_ATCC8492_01268	A7V028	820.ERS852554_03058
BU_ATCC8492_01269	A7V027	820.ERS852554_03064
BU_ATCC8492_01270	A7V025	820.ERS852554_03065
BU_ATCC8492_01271	A7V024	820.ERS852554_03066
BU_ATCC8492_01272	A7V023	820.ERS852554_03067
BU_ATCC8492_01273	A7V019	820.ERS852554_03068
BU_ATCC8492_01275	A7V015	820.ERS852554_00466
BU_ATCC8492_01276	A7V014	820.ERS852554_03237
BU_ATCC8492_01277		820.ERS852554_03939
BU_ATCC8492_01280	A7V005	820.ERS852554_01915
BU_ATCC8492_01282	A7V003	820.ERS852554_00011
BU_ATCC8492_01283	A7V002	820.ERS852554_02243
BU_ATCC8492_01284	A7V001	820.ERS852554_01975
BU_ATCC8492_01285	A7V000	820.ERS852554_01352
BU_ATCC8492_01286	A7UZZ9	820.ERS852554_00115
BU_ATCC8492_01287	A7UZZ8	820.ERS852554_00014
BU_ATCC8492_01289	A7UZZ6	820.ERS852554_03531
BU_ATCC8492_01290	A7UZZ5	820.ERS852554_03690
BU_ATCC8492_01291	A7UZZ4	820.ERS852554_03531
BU_ATCC8492_01298	A7UZX9	820.ERS852554_03867
BU_ATCC8492_01299	A7UZX8	820.ERS852554_02594
BU_ATCC8492_01303	A7UZX3	820.ERS852554_03964
BU_ATCC8492_01304	A7UZW8	820.ERS852554_03058
BU_ATCC8492_01305	A7UZW7	820.ERS852554_03057
BU_ATCC8492_01306	A7UZW5	820.ERS852554_03964
BU_ATCC8492_01307	A7UZW2	820.ERS852554_03062
BU_ATCC8492_01308	A7UZW1	820.ERS852554_03061
BU_ATCC8492_01309		820.ERS852554_03060
BU_ATCC8492_01310	A7V438	820.ERS852554_03059
BU_ATCC8492_01311	A7UZV8	820.ERS852554_03058
BU_ATCC8492_01312	A7UZV7	820.ERS852554_03057
BU_ATCC8492_01313	A7UZV6	820.ERS852554_03069
BU_ATCC8492_01314	A7UZV5	820.ERS852554_03070
BU_ATCC8492_01315	A7UZV4	820.ERS852554_03071
BU_ATCC8492_01316	A7UZV3	820.ERS852554_03072
BU_ATCC8492_01317	A7UZV2	820.ERS852554_03073
BU_ATCC8492_01318	A7UZV1	820.ERS852554_03074
BU_ATCC8492_01319	A7UZV0	820.ERS852554_03075
BU_ATCC8492_01320	A7UZU9	820.ERS852554_03076
BU_ATCC8492_01321	A7UZU8	820.ERS852554_03077
BU_ATCC8492_01322	A7UZU7	820.ERS852554_03078
BU_ATCC8492_01326	A7UZU5	820.ERS852554_03082
BU_ATCC8492_01328	A7UZU3	820.ERS852554_03084
BU_ATCC8492_01329	A7UZU2	820.ERS852554_03085
BU_ATCC8492_01330	A7UZU1	820.ERS852554_03086
BU_ATCC8492_01331	A7UZU0	820.ERS852554_03087
BU_ATCC8492_01332	A7UZT9	820.ERS852554_03088
BU_ATCC8492_01333	A7UZT8	820.ERS852554_03089
BU_ATCC8492_01334	A7UZT7	820.ERS852554_03090
BU_ATCC8492_01335	A7UZT6	820.ERS852554_03091
BU_ATCC8492_01336	A7UZT5	820.ERS852554_03092
BU_ATCC8492_01337	A7UZT4	820.ERS852554_03093
BU_ATCC8492_01338	A7UZT3	820.ERS852554_03094
BU_ATCC8492_01339	A7UZT2	820.ERS852554_03095
BU_ATCC8492_01340	A7UZT1	820.ERS852554_03096
BU_ATCC8492_01341	A7UZT0	820.ERS852554_03097
BU_ATCC8492_01342	A7UZS9	820.ERS852554_03098
BU_ATCC8492_01343	A7UZS8	820.ERS852554_03099
BU_ATCC8492_01344	A7UZS7	820.ERS852554_03100
BU_ATCC8492_01345	A7UZS5	820.ERS852554_03101
BU_ATCC8492_01346	A7UZS4	820.ERS852554_03102
BU_ATCC8492_01347	A7UZS3	820.ERS852554_03103
BU_ATCC8492_01348	A7UZS2	820.ERS852554_03104
BU_ATCC8492_01349	A7UZS1	820.ERS852554_03105
BU_ATCC8492_01350	A7UZS0	820.ERS852554_03106
BU_ATCC8492_01351	A7UZR9	820.ERS852554_03107
BU_ATCC8492_01352	A7UZR8	820.ERS852554_03108
BU_ATCC8492_01353	A7UZR7	820.ERS852554_03109
BU_ATCC8492_01354	A7UZR6	820.ERS852554_03110
BU_ATCC8492_01355	A7UZR5	820.ERS852554_03111
BU_ATCC8492_01356	A7UZR4	820.ERS852554_03112
BU_ATCC8492_01357	A7UZR3	820.ERS852554_03113
BU_ATCC8492_01358	A7UZR2	820.ERS852554_03114
BU_ATCC8492_01359	A7UZR1	820.ERS852554_03115
BU_ATCC8492_01360	A7UZR0	820.ERS852554_03116
BU_ATCC8492_01361	A7UZQ9	820.ERS852554_03117
BU_ATCC8492_01362	A7UZQ8	820.ERS852554_03118
BU_ATCC8492_01363		820.ERS852554_03119
BU_ATCC8492_01364	A7UZQ7	820.ERS852554_03120
BU_ATCC8492_01365	A7UZQ6	820.ERS852554_03121
BU_ATCC8492_01366	A7UZQ5	820.ERS852554_03122
BU_ATCC8492_01367	A7UZQ4	820.ERS852554_03123
BU_ATCC8492_01368	A7UZQ3	820.ERS852554_03124
BU_ATCC8492_01369	A7UZQ2	820.ERS852554_03125
BU_ATCC8492_01370	A7UZQ1	820.ERS852554_03126
BU_ATCC8492_01371	A7UZQ0	820.ERS852554_03127
BU_ATCC8492_01372	A7UZP9	820.ERS852554_03128
BU_ATCC8492_01373	A7UZP7	820.ERS852554_03129
BU_ATCC8492_01374	A7UZP5	820.ERS852554_03130
BU_ATCC8492_01375	A7UZP4	820.ERS852554_03131
BU_ATCC8492_01376	A7UZP2	820.ERS852554_03132
BU_ATCC8492_01377	A7UZP1	820.ERS852554_03133
BU_ATCC8492_01378	A7UZP0	820.ERS852554_03134
BU_ATCC8492_01379	A7UZN8	820.ERS852554_03135
BU_ATCC8492_01380	A7UZN7	820.ERS852554_03136
BU_ATCC8492_01381	A7UZN6	820.ERS852554_03137
BU_ATCC8492_01382	A7UZN5	820.ERS852554_03138
BU_ATCC8492_01383	A7UZN4	820.ERS852554_03139
BU_ATCC8492_01384	A7UZN2	820.ERS852554_03140
BU_ATCC8492_01385	A7UZN1	820.ERS852554_03141
BU_ATCC8492_01386	A7UZN0	820.ERS852554_03142
BU_ATCC8492_01387	A7UZM9	820.ERS852554_03143
BU_ATCC8492_01388	A7UZM8	820.ERS852554_03144
BU_ATCC8492_01389	A7UZM7	820.ERS852554_03145
BU_ATCC8492_01390	A7UZM5	820.ERS852554_03146
BU_ATCC8492_01391	A7UZM4	820.ERS852554_03147
BU_ATCC8492_01392	A7UZM3	820.ERS852554_03148
BU_ATCC8492_01393	A7UZM2	820.ERS852554_03149
BU_ATCC8492_01394	A7UZM0	820.ERS852554_03150
BU_ATCC8492_01395	A7UZL9	820.ERS852554_03151
BU_ATCC8492_01396	A7UZL8	820.ERS852554_03152
BU_ATCC8492_01397	A7UZL6	820.ERS852554_03153
BU_ATCC8492_01398	A7UZL5	820.ERS852554_03154
BU_ATCC8492_01399	A7UZL4	820.ERS852554_03155
BU_ATCC8492_01405	A7V4F8	820.ERS852554_03829
BU_ATCC8492_01406	A7V4F7	820.ERS852554_03830
BU_ATCC8492_01407	A7V4F6	820.ERS852554_03831
BU_ATCC8492_01408	A7V4F4	820.ERS852554_03832
BU_ATCC8492_01409	A7V4F3	820.ERS852554_03833
BU_ATCC8492_01410	A7V4F2	820.ERS852554_03834
BU_ATCC8492_01411	A7V4F1	820.ERS852554_03835
BU_ATCC8492_01412	A7V4F0	820.ERS852554_03836
BU_ATCC8492_01413	A7V4E8	820.ERS852554_03837
BU_ATCC8492_01414	A7V4E7	820.ERS852554_03838
BU_ATCC8492_01415	A7V4E6	820.ERS852554_03839
BU_ATCC8492_01416	A7V4E5	820.ERS852554_03840
BU_ATCC8492_01417	A7V4E4	820.ERS852554_03841
BU_ATCC8492_01419	A7V4E0	820.ERS852554_03843
BU_ATCC8492_01420	A7V4D9	820.ERS852554_03844
BU_ATCC8492_01421	A7V4D8	820.ERS852554_03845
BU_ATCC8492_01422	A7V4D7	820.ERS852554_03846
BU_ATCC8492_01423	A7V4D6	820.ERS852554_03847
BU_ATCC8492_01424	A7V4D4	820.ERS852554_03848
BU_ATCC8492_01425	A7V4D3	820.ERS852554_03849
BU_ATCC8492_01426	A7V4D2	820.ERS852554_03850
BU_ATCC8492_01427	A7V4D0	820.ERS852554_03851
BU_ATCC8492_01428	A7V4C9	820.ERS852554_03852
BU_ATCC8492_01429	A7V4C8	820.ERS852554_03853
BU_ATCC8492_01430	A7V4C7	820.ERS852554_03854
BU_ATCC8492_01431	A7V4C6	820.ERS852554_03855
BU_ATCC8492_01432	A7V4C4	820.ERS852554_03056
BU_ATCC8492_01433	A7V4C1	820.ERS852554_03919
BU_ATCC8492_01434	A7V4C0	820.ERS852554_01506
BU_ATCC8492_01440	A7V4B3	820.ERS852554_03865
BU_ATCC8492_01441	A7V4B2	820.ERS852554_03866
BU_ATCC8492_01442	A7V4B1	820.ERS852554_03867
BU_ATCC8492_01443	A7V4B0	820.ERS852554_03868
BU_ATCC8492_01444	A7V4A9	820.ERS852554_03869
BU_ATCC8492_01445	A7V4A8	820.ERS852554_03870
BU_ATCC8492_01446	A7V4A7	820.ERS852554_03871
BU_ATCC8492_01447	A7V4A6	820.ERS852554_03872
BU_ATCC8492_01448	A7V4A5	820.ERS852554_03873
BU_ATCC8492_01449	A7V4A4	820.ERS852554_03874
BU_ATCC8492_01450	A7V4A3	820.ERS852554_03875
BU_ATCC8492_01451	A7V4A2	820.ERS852554_03876
BU_ATCC8492_01452	A7V4A1	820.ERS852554_03877
BU_ATCC8492_01455	A7V498	820.ERS852554_03878
BU_ATCC8492_01456	A7V497	820.ERS852554_03879
BU_ATCC8492_01457	A7V496	820.ERS852554_03880
BU_ATCC8492_01458	A7V495	820.ERS852554_03881
BU_ATCC8492_01459	A7V494	820.ERS852554_03882
BU_ATCC8492_01460	A7V492	820.ERS852554_03883
BU_ATCC8492_01461	A7V491	820.ERS852554_03884
BU_ATCC8492_01462	A7V490	820.ERS852554_03885
BU_ATCC8492_01463	A7V489	820.ERS852554_03886
BU_ATCC8492_01464	A7V488	820.ERS852554_03887
BU_ATCC8492_01465	A7V487	820.ERS852554_03888
BU_ATCC8492_01466	A7V486	820.ERS852554_03308
BU_ATCC8492_01467	A7V485	820.ERS852554_03889
BU_ATCC8492_01468	A7V484	820.ERS852554_03890
BU_ATCC8492_01469	A7V483	820.ERS852554_03891
BU_ATCC8492_01470	A7V482	820.ERS852554_03892
BU_ATCC8492_01471	A7V481	820.ERS852554_03893
BU_ATCC8492_01472	A7V480	820.ERS852554_03894
BU_ATCC8492_01473	A7V479	820.ERS852554_03895
BU_ATCC8492_01474	A7V478	820.ERS852554_03896
BU_ATCC8492_01475		820.ERS852554_03897
BU_ATCC8492_01476	A7V475	820.ERS852554_03898
BU_ATCC8492_01477	A7V473	820.ERS852554_03899
BU_ATCC8492_01478	A7V472	820.ERS852554_03900
BU_ATCC8492_01479	A7V471	820.ERS852554_03901
BU_ATCC8492_01480	A7V470	820.ERS852554_03902
BU_ATCC8492_01481	A7V469	820.ERS852554_03905
BU_ATCC8492_01482	A7V468	820.ERS852554_03911
BU_ATCC8492_01483	A7V467	820.ERS852554_03912
BU_ATCC8492_01484	A7V465	820.ERS852554_03915
BU_ATCC8492_01485	A7V463	820.ERS852554_03916
BU_ATCC8492_01486	A7V459	820.ERS852554_02270
BU_ATCC8492_01487	A7V458	820.ERS852554_02080
BU_ATCC8492_01490	A7V454	820.ERS852554_03682
BU_ATCC8492_01492	A7V453	820.ERS852554_03684
BU_ATCC8492_01493	A7V452	820.ERS852554_03685
BU_ATCC8492_01494	A7V451	820.ERS852554_03686
BU_ATCC8492_01495	A7V450	820.ERS852554_03687
BU_ATCC8492_01496	A7V449	820.ERS852554_03688
BU_ATCC8492_01497	A7V448	820.ERS852554_03689
BU_ATCC8492_01498	A7V446	820.ERS852554_03690
BU_ATCC8492_01499	A7V445	820.ERS852554_03691
BU_ATCC8492_01500	A7UXM5	820.ERS852554_03692
BU_ATCC8492_01501		820.ERS852554_03703
BU_ATCC8492_01502	A7UXN2	820.ERS852554_03704
BU_ATCC8492_01503	A7UXI3	820.ERS852554_03705
BU_ATCC8492_01504		820.ERS852554_03247
BU_ATCC8492_01505		820.ERS852554_03248
BU_ATCC8492_01506		820.ERS852554_01891
BU_ATCC8492_01507		820.ERS852554_03694
BU_ATCC8492_01508	A7UXK8	820.ERS852554_03693
BU_ATCC8492_01509		820.ERS852554_03700
BU_ATCC8492_01510		820.ERS852554_03699
BU_ATCC8492_01511		820.ERS852554_03698
BU_ATCC8492_01512		820.ERS852554_03697
BU_ATCC8492_01513	A7V435	820.ERS852554_03700
BU_ATCC8492_01514	A7V436	820.ERS852554_03699
BU_ATCC8492_01515	A7V439	820.ERS852554_03059
BU_ATCC8492_01516	A7V440	820.ERS852554_03059
BU_ATCC8492_01517	A7V442	820.ERS852554_03697
BU_ATCC8492_01518	A7V861	820.ERS852554_03706
BU_ATCC8492_01519	A7V860	820.ERS852554_03707
BU_ATCC8492_01520	A7V859	820.ERS852554_03708
BU_ATCC8492_01521		820.ERS852554_03709
BU_ATCC8492_01522	A7V858	820.ERS852554_03710
BU_ATCC8492_01523	A7V857	820.ERS852554_03711
BU_ATCC8492_01524	A7V856	820.ERS852554_03712
BU_ATCC8492_01525	A7V854	820.ERS852554_03713
BU_ATCC8492_01526	A7V853	820.ERS852554_03714
BU_ATCC8492_01527	A7V852	820.ERS852554_03715
BU_ATCC8492_01528	A7V851	820.ERS852554_03716
BU_ATCC8492_01529	A7V850	820.ERS852554_03717
BU_ATCC8492_01530	A7V849	820.ERS852554_03718
